pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,_has_star_rad,_has_rv_row
HD 139357 b,HD 139357,0,1,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,Published Confirmed,0,<a refstr=DOELLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...499..935D/abstract target=ref> Doellinger et al. 2009 </a>,1125.7,9.0,-9.0,0.0,2.36,0.2,-0.2,0.0,,,,,,,,,3101.89,683.306,-683.306,0.0,9.76,2.15,-2.15,0.0,Msini,0.1,0.02,-0.02,0.0,,,,,,,,,0.0,<a refstr=DOELLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...499..935D/abstract target=ref> Doellinger et al. 2009 </a>,,4700.0,70.0,-70.0,0.0,11.47,0.75,-0.75,0.0,1.35,0.24,-0.24,0.0,-0.13,0.05,-0.05,0.0,[Fe/H],2.9,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505,112.09,0.698,-0.698,5.97272,0.023,-0.023,3.406,0.324,-0.324,5.6303,0.0016537,-0.0016537,2019-01-28,2009-06,2019-01-31,True,True
HD 14067 b,HD 14067,0,1,1,Radial Velocity,2014,Okayama Astrophysical Observatory,Published Confirmed,0,<a refstr=WANG_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014PASJ...66..118W/abstract target=ref>Wang et al. 2014</a>,2850.0,430.0,-290.0,0.0,5.3,0.6,-0.4,0.0,,,,,,,,,2860.3,286.0,-286.0,0.0,9.0,0.9,-0.9,0.0,Msini,0.697,0.045,-0.051,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4846.0,122.0,-122.0,0.0,10.7687,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h17m10.40s,34.293348,+23d46m03.56s,23.7676546,142.024,0.845,-0.835,6.53329,0.023,-0.023,4.097,0.036,-0.036,6.23751,0.0004951,-0.0004951,2014-09-25,2014-12,2014-09-25,True,True
HD 141004 b,HD 141004,1,1,1,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,15.5083,0.0016,-0.0018,0.0,0.1238,0.002,-0.002,0.0,,,,,,,,,13.63483866,1.46201067,-1.46201067,0.0,0.0429,0.0046,-0.0046,0.0,Msini,0.16,0.11,-0.1,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5885.38,94.35,-94.35,0.0,1.389372,0.032635,-0.032635,0.0,1.051904,0.051084,-0.051084,0.0,0.0247,0.0618,-0.0618,0.0,[Fe/H],4.17384,0.030528,-0.030528,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m26.38s,236.6099205,+07d21m09.97s,7.3527684,11.8148,0.0361,-0.0359,4.4154,0.023,-0.023,2.989,0.23,-0.23,4.27965,0.0062141,-0.0062141,2021-09-20,2021-07,2021-09-20,True,True
HD 141399 b,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,94.375,0.028,-0.029,0.0,0.4176,0.007,-0.0072,0.0,,,,,,,,,143.65843996,5.40308292,-5.40308292,0.0,0.452,0.017,-0.017,0.0,Msini,0.053,0.015,-0.015,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0.0,1.387236,0.031321,-0.031321,0.0,1.091086,0.055782,-0.055782,0.0,0.3661,0.0569,-0.0569,0.0,[Fe/H],4.193549,0.031704,-0.031704,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,2021-09-20,2021-07,2021-09-20,True,True
HD 141399 c,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,201.776,0.059,-0.06,0.0,0.693,0.012,-0.012,0.0,,,,,,,,,422.3939529,14.62010672,-14.93793513,0.0,1.329,0.046,-0.047,0.0,Msini,0.0465,0.0068,-0.0068,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0.0,1.387236,0.031321,-0.031321,0.0,1.091086,0.055782,-0.055782,0.0,0.3661,0.0569,-0.0569,0.0,[Fe/H],4.193549,0.031704,-0.031704,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,2021-09-20,2021-07,2021-09-20,True,True
HD 141399 d,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,1074.8,3.2,-3.3,0.0,2.114,0.036,-0.037,0.0,,,,,,,,,401.41727804,14.93793513,-14.93793513,0.0,1.263,0.047,-0.047,0.0,Msini,0.044,0.013,-0.013,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5594.76,86.52,-86.52,0.0,1.387236,0.031321,-0.031321,0.0,1.091086,0.055782,-0.055782,0.0,0.3661,0.0569,-0.0569,0.0,[Fe/H],4.193549,0.031704,-0.031704,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,2021-09-20,2021-07,2021-09-20,True,True
HD 141399 e,HD 141399,0,1,4,Radial Velocity,2014,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...97V/abstract target=ref>Vogt et al. 2014</a>,3717.35,555.081,-555.081,0.0,4.8968,0.46122,-0.46122,0.0,,,,,,,,,219.3027,52.12412,-52.12412,0.0,0.69,0.164,-0.164,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=VOGT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...97V/abstract target=ref>Vogt et al. 2014</a>,K0 V,5360.0,53.0,-53.0,0.0,1.46,0.15,-0.15,0.0,1.14,0.08,-0.08,0.0,0.18,0.16,-0.16,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h46m53.65s,236.7235392,+46d59m10.64s,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186,2016-02-24,2014-06,2016-02-25,True,True
HD 141937 b,HD 141937,0,1,1,Radial Velocity,2002,La Silla Observatory,Published Confirmed,0,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,653.22,1.21,-1.21,0.0,1.4877,0.0097,-0.0097,0.0,,,,,,,,,2960.78,104.562,-104.562,0.0,9.316,0.329,-0.329,0.0,Msini,0.41,0.01,-0.01,0.0,,,,,,,,,0.0,<a refstr=LIU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014RAA....14.1447L/abstract target=ref>Liu et al. 2014</a>,,5879.0,70.0,-70.0,0.0,0.99,0.06,-0.06,0.0,1.03,0.02,-0.02,0.0,0.12,0.03,-0.03,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m17.65s,238.0735585,-18d26m09.50s,-18.4359716,33.3622,0.0719,-0.0717,7.25,0.03,-0.03,5.764,0.016,-0.016,7.09149,0.000199,-0.000199,2018-04-25,2014-11,2014-11-19,True,True
HD 142 b,HD 142,0,2,3,Radial Velocity,2001,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,349.7,1.2,-1.2,0.0,1.02,0.03,-0.03,0.0,,,,,,,,,397.27,47.67,-47.67,0.0,1.25,0.15,-0.15,0.0,Msini,0.17,0.06,-0.06,0.0,,,,,,,,,0.0,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,,6245.0,48.0,-48.0,0.0,1.47,0.04,-0.04,0.0,1.232,0.22,-0.16,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.62,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.0449,-0.0446,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011348,-0.0011348,2014-08-21,2012-07,2014-08-21,True,True
HD 142 c,HD 142,0,2,3,Radial Velocity,2012,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,6005.0,477.0,-477.0,0.0,6.8,0.5,-0.5,0.0,,,,,,,,,1684.4,222.5,-222.5,0.0,5.3,0.7,-0.7,0.0,Msini,0.21,0.07,-0.07,0.0,,,,,,,,,0.0,<a refstr=WITTENMYER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...753..169W/abstract target=ref> Wittenmyer et al. 2012 </a>,,6245.0,48.0,-48.0,0.0,1.47,0.04,-0.04,0.0,1.232,0.22,-0.16,0.0,0.09,0.05,-0.05,0.0,[Fe/H],4.62,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h06m20.08s,1.5836771,-49d04m31.30s,-49.0753625,26.1853,0.0449,-0.0446,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011348,-0.0011348,2014-08-21,2012-07,2014-08-21,True,True
HD 142022 A b,HD 142022 A,1,2,1,Radial Velocity,2005,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1928.0,46.0,-46.0,0.0,2.93,0.07,-0.07,0.0,,,,,,,,,1411.1652,1007.5211,-1007.5211,0.0,4.44,3.17,-3.17,0.0,Msini,0.53,0.2,-0.2,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5421.0,77.0,-77.0,0.0,1.04,0.03,-0.03,0.0,0.9,0.05,-0.05,0.0,0.19,,,0.0,[Fe/H],4.35,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m11.56s,242.5481731,-84d13m54.30s,-84.2317494,34.2802,0.0315,-0.0315,7.7,0.03,-0.03,5.964,0.027,-0.027,7.51423,0.000219,-0.000219,2018-09-04,2017-03,2018-09-06,True,True
HD 142245 b,HD 142245,1,3,1,Radial Velocity,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1299.0,48.0,-48.0,0.0,2.78,0.09,-0.09,0.0,,,,,,,,,975.7381,133.4886,-133.4886,0.0,3.07,0.42,-0.42,0.0,Msini,0.0,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4922.0,13.0,-13.0,0.0,4.63,0.16,-0.16,0.0,3.5,0.47,-0.47,0.0,0.17,,,0.0,[Fe/H],3.65,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m56.22s,238.2342443,+15d25m50.20s,15.4306118,97.2305,0.3914,-0.3914,7.46,0.03,-0.03,5.11,0.031,-0.031,7.18949,0.000174,-0.000174,2018-09-04,2017-03,2018-09-06,True,True
HD 142415 b,HD 142415,1,1,1,Radial Velocity,2003,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,386.29999,1.6,-1.6,0.0,1.06,0.02,-0.02,0.0,,,,,,,,,530.7761,38.1396,-38.1396,0.0,1.67,0.12,-0.12,0.0,Msini,0.5,,,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5940.0,28.0,-28.0,0.0,1.04,0.02,-0.02,0.0,1.07,0.1,-0.1,0.0,0.13,,,0.0,[Fe/H],4.44,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h57m40.56s,239.418989,-60d12m02.50s,-60.2006948,35.5318,0.0418,-0.0417,7.33,0.03,-0.03,5.892,0.023,-0.023,7.17789,0.000246,-0.000246,2018-09-04,2017-03,2018-09-06,True,True
HD 143361 b,HD 143361,1,1,1,Radial Velocity,2008,Las Campanas Observatory,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,1039.15,1.64,-1.7,0.0,1.988,0.018,-0.018,0.0,,,,,,,,,1122.57556,20.65895,-20.97678,0.0,3.532,0.065,-0.066,0.0,Msini,0.197,0.006,-0.006,0.0,,,,,,,,,0.0,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,5507.0,10.0,-10.0,0.0,0.916,0.041,-0.041,0.0,0.968,0.027,-0.027,0.0,0.14,0.06,-0.06,0.0,[Fe/H],4.472,0.043,-0.043,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h01m50.12s,240.4588405,-44d26m06.21s,-44.4350575,68.5146,0.2971,-0.2946,9.2,0.03,-0.03,7.488,0.018,-0.018,9.01602,0.000158,-0.000158,2019-06-24,2018-08,2019-06-27,True,True
HD 145377 b,HD 145377,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,103.95,0.13,-0.13,0.0,0.45,0.01,-0.01,0.0,,,,,,,,,1913.3366,152.5584,-152.5584,0.0,6.02,0.48,-0.48,0.0,Msini,0.31,0.02,-0.02,0.0,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6014.0,20.0,-20.0,0.0,1.05,0.02,-0.02,0.0,1.2,0.14,-0.14,0.0,0.11,,,0.0,[Fe/H],4.47,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h11m36.47s,242.9019658,-27d04m41.23s,-27.0781199,53.4884,0.144,-0.1431,9.236,0.046,-0.046,6.706,0.018,-0.018,7.96999,0.000222,-0.000222,2018-09-04,2017-03,2018-09-06,True,True
HD 145457 b,HD 145457,1,1,1,Radial Velocity,2010,Subaru Telescope,Published Confirmed,0,<a refstr=TENG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230805343T/abstract target=ref>Teng et al. 2023</a>,176.13,0.18,-0.2,0.0,0.762,0.001,-0.001,0.0,,,,,,,,,888.01256916,41.95334972,-37.18592362,0.0,2.794,0.132,-0.117,0.0,Msini,0.111,0.039,-0.04,0.0,,,,,,,,,0.0,<a refstr=SATO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASJ...62.1063S/abstract target=ref> Sato et al. 2010 </a>,,4757.0,100.0,-100.0,0.0,9.9,0.5,-0.5,0.0,1.9,0.3,-0.3,0.0,-0.14,0.09,-0.09,0.0,[Fe/H],2.77,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m03.89s,242.5162215,+26d44m34.46s,26.7429068,135.292,0.4035,-0.4035,6.57226,0.023,-0.023,4.122,0.042,-0.042,6.28309,0.0003266,-0.0003266,2023-09-19,2023-08,2023-09-19,True,True
HD 145675 c,14 Her,0,1,2,Radial Velocity,2021,Multiple Observatories,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,25000.0,24000.0,-9200.0,0.0,16.4,9.3,-4.3,0.0,,,,,,,,,1843.4047606,444.9597698,-317.828407,0.0,5.8,1.4,-1.0,0.0,Msini,0.45,0.17,-0.15,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5314.94,81.56,-81.56,0.0,0.995819,0.021652,-0.021652,0.0,0.969205,0.042098,-0.042098,0.0,0.4052,0.0466,-0.0466,0.0,[Fe/H],4.426953,0.03086,-0.03086,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m24.50s,242.6021014,+43d48m58.90s,43.8163621,17.9323,0.0073,-0.0073,6.61935,0.023,-0.023,4.714,0.016,-0.016,6.383,0.0003512,-0.0003512,2021-09-20,2021-07,2021-09-20,True,True
HD 145934 b,HD 145934,0,1,1,Radial Velocity,2015,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,2730.0,100.0,-100.0,0.0,4.6,0.14,-0.14,0.0,,,,,,,,,724.62,82.63,-82.63,0.0,2.28,0.26,-0.26,0.0,Msini,0.053,0.053,-0.063,0.0,,,,,,,,,0.0,<a refstr=FENG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...800...22F/abstract target=ref>Feng et al. 2015</a>,K0,,,,,5.38,0.44,-0.44,0.0,1.748,0.105,-0.105,0.0,,,,,,3.23,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h13m09.89s,243.2912249,+13d14m22.03s,13.2394527,227.881,2.3975,-2.3975,8.495,0.003,-0.003,6.145,0.015,-0.015,8.24065,0.000358,-0.000358,2015-01-08,2015-02,2015-01-08,True,True
HD 1461 b,HD 1461,0,1,2,Radial Velocity,2010,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,5.77142,0.00025,-0.00031,0.0,0.0636,0.00095,-0.00099,0.0,,,,,,,,,6.61083087,0.60387397,-0.57209113,0.0,0.0208,0.0019,-0.0018,0.0,Msini,0.062,0.06,-0.042,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5695.23,94.31,-94.31,0.0,1.152288,0.02711,-0.02711,0.0,1.03064,0.047347,-0.047347,0.0,0.1823,0.0615,-0.0615,0.0,[Fe/H],4.326693,0.031305,-0.031305,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.29454,0.0003801,-0.0003801,2021-09-20,2021-07,2021-09-20,True,True
HD 1461 c,HD 1461,0,1,2,Radial Velocity,2015,La Silla Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,13.504,0.0022,-0.0022,0.0,0.1121,0.0017,-0.0017,0.0,,,,,,,,,7.05579064,0.88991954,-0.88991954,0.0,0.0222,0.0028,-0.0028,0.0,Msini,0.11,0.1,-0.077,0.0,,,,,,,,,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5695.23,94.31,-94.31,0.0,1.152288,0.02711,-0.02711,0.0,1.03064,0.047347,-0.047347,0.0,0.1823,0.0615,-0.0615,0.0,[Fe/H],4.326693,0.031305,-0.031305,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m42.30s,4.6762645,-08d03m13.03s,-8.0536206,23.4534,0.0309,-0.0309,6.47933,0.023,-0.023,4.897,0.023,-0.023,6.29454,0.0003801,-0.0003801,2021-09-20,2021-07,2021-09-20,True,True
HD 147379 b,HD 147379,0,2,1,Radial Velocity,2017,Calar Alto Observatory,Published Confirmed,0,<a refstr=REINERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609L...5R/abstract target=ref>Reiners et al. 2018</a>,86.54,0.07,-0.06,0.0,0.3193,0.0002,-0.0002,0.0,,,,,,,,,24.7,1.8,-2.4,0.0,0.0777145,0.0056634,-0.00755121,0.0,Msini,0.01,0.12,-0.01,0.0,,,,,,,,,0.0,<a refstr=REINERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...609L...5R/abstract target=ref>Reiners et al. 2018</a>,M0.0 V,4090.0,50.0,-50.0,0.0,0.57,0.06,-0.06,0.0,0.58,0.08,-0.08,0.0,0.16,0.16,-0.16,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h16m41.42s,244.1725686,+67d14m21.13s,67.2392041,10.7643,0.00365,-0.00365,8.61,0.1,-0.1,4.953,0.018,-0.018,7.90052,0.000581,-0.000581,2018-11-06,2018-02,2018-01-05,True,True
HD 14787 b,HD 14787,1,1,1,Radial Velocity,2018,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,676.6,8.1,-8.1,0.0,1.7,0.19,-0.19,0.0,,,,,,,,,356.28743,21.93027,-21.93027,0.0,1.121,0.069,-0.069,0.0,Msini,0.155,0.073,-0.073,0.0,,,,,,,,,0.0,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,4946.0,,,0.0,5.01,,,0.0,1.43,,,0.0,,,,,,3.23,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h23m14.04s,35.8085099,+10d50m12.47s,10.8367972,119.137,0.7555,-0.7555,7.63,0.03,-0.03,5.388,0.021,-0.021,7.37839,0.000336,-0.000336,2018-12-03,2019-04,2018-12-06,True,True
